CODIGO SINADA,MEDIO DE RECEPCION,DEPARTAMENTO,PROVINCIA,DISTRITO,FECHA DE REGISTRO,ACTIVIDAD ECONOMICA,AGUA,AIRE,SUELO,FAUNA,FLORA,POBLACION,EFLUENTES,RESIDUOS SOLIDOS,GASES/HUMO,MATERIAL PARTICULADO,TALA,RADIACION NO IONIZANTE,FUENTE VISUAL,FUENTE SONORA,INDIRECTA/DIRECTA/MIXTA,ESTADO
SC-0810-2019,TRA. DOCUMENTARIO,ANCASH,SANTA,NUEVO CHIMBOTE,9/08/2019,COMERCIO,0,1,0,0,0,0,0,0,1,1,0,0,0,0,INDIRECTA,CERRADA
SC-0809-2019,TRA. DOCUMENTARIO,ANCASH,SANTA,CHIMBOTE,9/08/2019,AGRICULTURA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,MIXTA,CERRADA
SC-0808-2019,TRA. DOCUMENTARIO,TACNA,TACNA,POCOLLAY,9/08/2019,GANADERIA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0807-2019,TRA. DOCUMENTARIO,TACNA,TACNA,POCOLLAY,9/08/2019,GANADERIA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0806-2019,E-MAIL,ANCASH,SANTA,CHIMBOTE,9/08/2019,PESQUERIA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,MIXTA,EN SEGUIMIENTO
SC-0805-2019,WEB,AMAZONAS,UTCUBAMBA,LONYA GRANDE,9/08/2019,INDUSTRIA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,DIRECTA,CERRADA
SC-0804-2019,WEB,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,9/08/2019,INDUSTRIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0803-2019,TRA. DOCUMENTARIO,CUSCO,ESPINAR,COPORAQUE,9/08/2019,MINERIA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0802-2019,WEB,LIMA,LIMA,LURIGANCHO,9/08/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0816-2019,TRA. DOCUMENTARIO,LIMA,LIMA,ANCON,12/08/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0815-2019,WEB,PIURA,TALARA,EL ALTO,12/08/2019,HIDROCARBUROS,0,0,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0814-2019,TRA. DOCUMENTARIO,ANCASH,SANTA,SAMANCO,12/08/2019,MINERIA,1,0,1,0,0,1,1,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0813-2019,WEB,JUNIN,YAULI,LA OROYA,12/08/2019,MINERIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
ODIC-0014-2019,PERSONAL,ICA,ICA,ICA,12/08/2019,INDUSTRIA,0,1,0,0,0,1,0,0,1,1,0,0,0,1,DIRECTA,CERRADA
SC-0828-2019,WEB,LA LIBERTAD,TRUJILLO,TRUJILLO,13/08/2019,GANADERIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0827-2019,WEB,ICA,NAZCA,NAZCA,13/08/2019,TRANSPORTE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0826-2019,WEB,LIMA,LIMA,ATE,13/08/2019,INFRAESTRUCTURA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,DIRECTA,CERRADA
SC-0825-2019,WEB,JUNIN,TARMA,TARMA,13/08/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0824-2019,TRA. DOCUMENTARIO,PIURA,PIURA,PIURA,13/08/2019,HIDROCARBUROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0823-2019,TRA. DOCUMENTARIO,LAMBAYEQUE,CHICLAYO,LA VICTORIA,13/08/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,1,0,0,0,0,DIRECTA,CERRADA
SC-0822-2019,PERSONAL,LA LIBERTAD,TRUJILLO,LA ESPERANZA,13/08/2019,INDUSTRIA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
ODAR-0016-2019,TELEFONO,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,13/08/2019,COMERCIO,0,1,0,0,0,1,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0821-2019,TRA. DOCUMENTARIO,CAJAMARCA,JAEN,JAEN,13/08/2019,INDUSTRIA,0,1,0,0,0,1,0,0,1,1,0,0,0,0,DIRECTA,CERRADA
SC-0820-2019,WEB,LIMA,LIMA,INDEPENDENCIA,13/08/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0818-2019,WEB,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,13/08/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0817-2019,WEB,CALLAO,CALLAO,CALLAO,13/08/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0833-2019,WEB,LIMA,LIMA,LIMA,14/08/2019,INFRAESTRUCTURA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
ODCJ-0011-2019,PERSONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA,14/08/2019,INFRAESTRUCTURA,1,1,0,0,0,1,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0832-2019,WEB,JUNIN,HUANCAYO,HUANCAYO,14/08/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0831-2019,WEB,LIMA,LIMA,SURQUILLO,14/08/2019,COMERCIO,0,1,0,0,0,0,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0830-2019,WEB,LIMA,LIMA,SAN JUAN DE LURIGANCHO,14/08/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,1,0,0,0,1,DIRECTA,CERRADA
SC-0829-2019,WEB,ICA,NAZCA,MARCONA,14/08/2019,MINERIA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
MD-0004-2019,PERSONAL,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,15/08/2019,AGRICULTURA,1,0,1,0,1,0,0,1,0,0,1,0,0,0,MIXTA,CERRADA
ODPI-0011-2019,PERSONAL,PIURA,TALARA,MANCORA,15/08/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,1,1,0,0,0,0,DIRECTA,CERRADA
ODPI-0010-2019,TELEFONO,PIURA,PIURA,PIURA,15/08/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0840-2019,TRA. DOCUMENTARIO,LIMA,LIMA,CHORRILLOS,15/08/2019,TELECOMUNICACIONES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0839-2019,TRA. DOCUMENTARIO,LA LIBERTAD,CHEPEN,PACANGA,15/08/2019,AGRICULTURA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,DIRECTA,CERRADA
SC-0838-2019,TRA. DOCUMENTARIO,PIURA,PAITA,PAITA,15/08/2019,PESQUERIA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0837-2019,WEB,LIMA,CAÑETE,MALA,15/08/2019,INFRAESTRUCTURA,0,0,1,0,0,1,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0836-2019,TRA. DOCUMENTARIO,TUMBES,TUMBES,LA CRUZ,15/08/2019,MINERIA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0835-2019,WEB,CUSCO,ESPINAR,ESPINAR,15/08/2019,MINERIA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,DIRECTA,CERRADA
SC-0834-2019,WEB,LIMA,LIMA,SAN MARTIN DE PORRES,15/08/2019,INDUSTRIA,1,1,0,0,0,0,1,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0846-2019,TRA. DOCUMENTARIO,JUNIN,HUANCAYO,CHILCA,16/08/2019,COMERCIO,0,1,1,0,0,1,1,0,1,0,0,0,0,1,INDIRECTA,CERRADA
SC-0845-2019,WEB,AYACUCHO,LUCANAS,PUQUIO,16/08/2019,SANEAMIENTO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0844-2019,TRA. DOCUMENTARIO,MADRE DE DIOS,MANU,MADRE DE DIOS,16/08/2019,FORESTAL,0,0,0,0,1,0,0,0,0,0,1,0,0,0,INDIRECTA,CERRADA
SC-0843-2019,WEB,LIMA,LIMA,LURIGANCHO,16/08/2019,COMERCIO,0,1,0,0,0,0,0,0,0,0,0,0,0,1,DIRECTA,CERRADA
SC-0842-2019,WEB,LORETO,MAYNAS,IQUITOS,16/08/2019,COMERCIO,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0841-2019,WEB,AREQUIPA,AREQUIPA,CERRO COLORADO,16/08/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0854-2019,WEB,LIMA,LIMA,SAN MARTIN DE PORRES,19/08/2019,COMERCIO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0853-2019,TRA. DOCUMENTARIO,PASCO,PASCO,SIMON BOLIVAR,19/08/2019,MINERIA,0,1,0,0,0,1,0,0,0,1,0,0,0,0,MIXTA,CERRADA
ODTU-0012-2019,TELEFONO,TUMBES,TUMBES,CORRALES,19/08/2019,PESQUERIA,0,1,0,0,0,1,1,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0852-2019,TRA. DOCUMENTARIO,SAN MARTIN,SAN MARTIN,MORALES,19/08/2019,COMERCIO,0,1,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0851-2019,TRA. DOCUMENTARIO,LIMA,LIMA,CHORRILLOS,19/08/2019,COMERCIO,0,1,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
OECO-0004-2019,TELEFONO,APURIMAC,COTABAMBAS,HAQUIRA,19/08/2019,MINERIA,1,1,1,1,1,1,1,0,1,1,0,0,1,1,MIXTA,CERRADA
SC-0850-2019,WEB,LIMA,LIMA,LURIN,19/08/2019,AGRICULTURA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0849-2019,WEB,LA LIBERTAD,OTUZCO,OTUZCO,19/08/2019,MINERIA,1,0,1,0,0,0,1,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0848-2019,WEB,APURIMAC,ABANCAY,ABANCAY,19/08/2019,HIDROCARBUROS,0,0,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0847-2019,WEB,PIURA,SULLANA,SULLANA,19/08/2019,GANADERIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0860-2019,WEB,LIMA,LIMA,ATE,20/08/2019,INDUSTRIA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0859-2019,TRA. DOCUMENTARIO,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,20/08/2019,COMERCIO,0,0,0,0,0,1,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0858-2019,TRA. DOCUMENTARIO,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,20/08/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0857-2019,WEB,CAJAMARCA,JAEN,SAN FELIPE,20/08/2019,SANEAMIENTO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0856-2019,WEB,CUSCO,LA CONVENCION,ECHARATI,20/08/2019,AGRICULTURA,0,1,0,1,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0855-2019,WEB,LIMA,HUARAL,CHANCAY,20/08/2019,GANADERIA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0864-2019,WEB,LA LIBERTAD,TRUJILLO,TRUJILLO,21/08/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0863-2019,WEB,LIMA,LIMA,CHORRILLOS,21/08/2019,INDUSTRIA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,DIRECTA,CERRADA
ODUC-0010-2019,PERSONAL,UCAYALI,CORONEL PORTILLO,YARINACOCHA,21/08/2019,AGRICULTURA,0,1,0,0,0,0,0,0,1,1,0,0,0,0,DIRECTA,CERRADA
SC-0862-2019,WEB,HUANCAVELICA,CHURCAMPA,LOCROJA,21/08/2019,SANEAMIENTO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0861-2019,TRA. DOCUMENTARIO,ANCASH,CASMA,CASMA,21/08/2019,PESQUERIA,0,1,0,0,0,1,0,0,1,0,0,0,0,0,INDIRECTA,CERRADA
