CODIGO SINADA,MEDIO DE RECEPCION,DEPARTAMENTO,PROVINCIA,DISTRITO,FECHA DE REGISTRO,ACTIVIDAD ECONOMICA,AGUA,AIRE,SUELO,FAUNA,FLORA,POBLACION,EFLUENTES,RESIDUOS SOLIDOS,GASES/HUMO,MATERIAL PARTICULADO,TALA,RADIACION NO IONIZANTE,FUENTE VISUAL,FUENTE SONORA,INDIRECTA/DIRECTA/MIXTA,ESTADO
SC-0013-2019,WEB,LIMA,LIMA,SAN MARTIN DE PORRES,17/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0012-2019,WEB,TUMBES,TUMBES,PAMPAS DE HOSPITAL,17/01/2019,AGRICULTURA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0011-2019,WEB,LIMA,HUAURA,SANTA MARIA,17/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0010-2019,WEB,CALLAO,CALLAO,CALLAO,17/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0009-2019,PERSONAL,LA LIBERTAD,TRUJILLO,TRUJILLO,17/01/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0008-2019,WEB,CALLAO,CALLAO,CALLAO,17/01/2019,PESQUERIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0007-2019,WEB,LIMA,LIMA,SANTA ANITA,17/01/2019,INDUSTRIA,0,1,0,0,0,1,0,0,0,1,0,0,0,0,DIRECTA,CERRADA
SC-0006-2019,WEB,CUSCO,CUSCO,SAYLLA,17/01/2019,INDUSTRIA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0005-2019,WEB,LIMA,LIMA,CHORRILLOS,17/01/2019,INFRAESTRUCTURA,0,0,1,0,0,1,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0004-2019,APP MOVIL,LIMA,LIMA,INDEPENDENCIA,17/01/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0003-2019,WEB,LIMA,HUARAL,HUARAL,17/01/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0002-2019,WEB,CALLAO,CALLAO,CALLAO,17/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0001-2019,WEB,LIMA,HUAURA,HUALMAY,17/01/2019,INDUSTRIA,1,0,1,0,0,0,0,1,0,1,0,0,0,0,MIXTA,CERRADA
OEPI-0001-2019,TELEFONO,JUNIN,SATIPO,PANGOA,18/01/2019,TRANSPORTE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
ODAR-0002-2019,TRA. DOCUMENTARIO,AREQUIPA,AREQUIPA,CHIGUATA,18/01/2019,MINERIA,0,1,0,0,0,1,0,0,0,1,0,0,0,0,MIXTA,CERRADA
ODLL-0001-2019,TRA. DOCUMENTARIO,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,18/01/2019,MINERIA,1,0,0,0,0,0,1,0,0,1,0,0,0,0,MIXTA,CERRADA
ODCH-0002-2019,PERSONAL,ANCASH,SANTA,CHIMBOTE,18/01/2019,COMERCIO,0,1,0,0,0,1,0,0,1,1,0,0,0,0,INDIRECTA,CERRADA
ODCH-0001-2019,TRA. DOCUMENTARIO,ANCASH,SANTA,CHIMBOTE,18/01/2019,PESQUERIA,0,1,0,0,0,1,0,0,1,1,0,0,0,0,DIRECTA,CERRADA
ODAR-0001-2019,PERSONAL,AREQUIPA,AREQUIPA,SOCABAYA,18/01/2019,INDUSTRIA,0,1,0,0,0,1,0,0,1,1,0,0,0,1,DIRECTA,CERRADA
ODMO-0002-2019,PERSONAL,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,18/01/2019,MINERIA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,MIXTA,CERRADA
ODJU-0001-2019,TRA. DOCUMENTARIO,JUNIN,JAUJA,APATA,18/01/2019,INFRAESTRUCTURA,0,0,1,0,0,1,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
ODMO-0001-2019,PERSONAL,MOQUEGUA,MARISCAL NIETO,TORATA,18/01/2019,MINERIA,1,0,0,0,0,1,1,1,0,0,0,0,0,0,MIXTA,CERRADA
ODCJ-0001-2019,PERSONAL,CAJAMARCA,HUALGAYOC,CHUGUR,18/01/2019,MINERIA,1,0,0,1,1,1,1,0,0,0,0,0,0,0,MIXTA,CERRADA
SC-0026-2019,WEB,LIMA,LIMA,ATE,18/01/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0025-2019,WEB,LA LIBERTAD,TRUJILLO,LA ESPERANZA,18/01/2019,INFRAESTRUCTURA,1,0,1,0,0,1,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0024-2019,WEB,LIMA,LIMA,SAN JUAN DE LURIGANCHO,18/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0023-2019,WEB,ICA,ICA,OCUCAJE,18/01/2019,TRANSPORTE,0,0,1,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0022-2019,WEB,LIMA,LIMA,SAN MARTIN DE PORRES,18/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0021-2019,APP MOVIL,CALLAO,CALLAO,BELLAVISTA,18/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0020-2019,WEB,APURIMAC,ABANCAY,ABANCAY,18/01/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0019-2019,WEB,SAN MARTIN,SAN MARTIN,MORALES,18/01/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0018-2019,WEB,SAN MARTIN,BELLAVISTA,SAN RAFAEL,18/01/2019,INFRAESTRUCTURA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0017-2019,WEB,LORETO,MAYNAS,IQUITOS,18/01/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0016-2019,WEB,PIURA,SULLANA,BELLAVISTA,18/01/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0015-2019,WEB,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,18/01/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0014-2019,WEB,LIMA,BARRANCA,BARRANCA,18/01/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0030-2019,WEB,LORETO,DATEM DEL MARAÑON,MANSERICHE,21/01/2019,HIDROCARBUROS,0,0,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
ODCU-0001-2019,TRA. DOCUMENTARIO,CUSCO,PARURO,ACCHA,21/01/2019,GANADERIA,1,0,0,1,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
ODVR-0001-2019,PERSONAL,CUSCO,LA CONVENCION,PICHARI,21/01/2019,INFRAESTRUCTURA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0029-2019,WEB,LORETO,MAYNAS,IQUITOS,21/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0028-2019,WEB,ICA,ICA,ICA,21/01/2019,SANEAMIENTO,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0027-2019,WEB,CAJAMARCA,CAJABAMBA,CACHACHI,21/01/2019,MINERIA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,MIXTA,CERRADA
SC-0036-2019,WEB,CUSCO,LA CONVENCION,ECHARATI,22/01/2019,HIDROCARBUROS,0,0,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0035-2019,WEB,ICA,ICA,SUBTANJALLA,22/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0033-2019,WEB,CALLAO,CALLAO,CALLAO,22/01/2019,INDUSTRIA,0,0,1,0,1,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0032-2019,WEB,CALLAO,CALLAO,CALLAO,22/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0031-2019,WEB,LIMA,CAÑETE,CHILCA,22/01/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0040-2019,TRA. DOCUMENTARIO,LIMA,LIMA,LA MOLINA,23/01/2019,CONSTRUCCION,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0039-2019,TRA. DOCUMENTARIO,AREQUIPA,LA UNION,COTAHUASI,23/01/2019,SANEAMIENTO,1,0,1,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0038-2019,TRA. DOCUMENTARIO,LIMA,LIMA,CIENEGUILLA,23/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,MIXTA,CERRADA
SC-0037-2019,TRA. DOCUMENTARIO,LIMA,LIMA,CIENEGUILLA,23/01/2019,INFRAESTRUCTURA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0044-2019,WEB,CALLAO,CALLAO,CALLAO,25/01/2019,INFRAESTRUCTURA,0,0,1,0,0,1,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0043-2019,TRA. DOCUMENTARIO,LIMA,LIMA,VILLA EL SALVADOR,25/01/2019,INDUSTRIA,0,1,0,0,0,1,0,0,1,0,0,0,0,1,DIRECTA,CERRADA
SC-0042-2019,TRA. DOCUMENTARIO,ANCASH,SANTA,COISHCO,25/01/2019,PESQUERIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0041-2019,TRA. DOCUMENTARIO,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,25/01/2019,FORESTAL,1,0,0,0,1,0,0,0,0,0,1,0,0,0,INDIRECTA,CERRADA
SC-0047-2019,WEB,LAMBAYEQUE,CHICLAYO,LA VICTORIA,28/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
ODCU-0002-2019,PERSONAL,APURIMAC,ABANCAY,CURAHUASI,28/01/2019,TRANSPORTE,1,0,1,1,1,1,0,1,0,0,0,0,0,0,MIXTA,CERRADA
SC-0046-2019,TRA. DOCUMENTARIO,PIURA,PIURA,PIURA,28/01/2019,HIDROCARBUROS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
ODAP-0001-2019,PERSONAL,APURIMAC,ABANCAY,ABANCAY,28/01/2019,COMERCIO,0,1,0,0,0,1,0,1,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0045-2019,WEB,JUNIN,JAUJA,YAUYOS,28/01/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,1,0,0,0,0,0,INDIRECTA,CERRADA
ODCJ-0002-2019,TRA. DOCUMENTARIO,LA LIBERTAD,BOLIVAR,LONGOTEA,29/01/2019,SANEAMIENTO,1,0,1,0,0,1,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
ODLL-0002-2019,TELEFONO,LA LIBERTAD,TRUJILLO,EL PORVENIR,29/01/2019,COMERCIO,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
OECO-0001-2019,PERSONAL,APURIMAC,COTABAMBAS,TAMBOBAMBA,29/01/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0050-2019,WEB,ICA,NAZCA,MARCONA,29/01/2019,MINERIA,1,1,0,0,0,0,1,0,0,1,0,0,0,0,MIXTA,CERRADA
SC-0049-2019,WEB,LIMA,LIMA,SANTIAGO DE SURCO,29/01/2019,TRANSPORTE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0048-2019,WEB,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,29/01/2019,GANADERIA,0,1,0,0,0,1,0,0,1,0,0,0,0,0,INDIRECTA,CERRADA
ODCJ-0004-2019,PERSONAL,LA LIBERTAD,BOLIVAR,UCHUMARCA,30/01/2019,MINERIA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
ODJU-0003-2019,TRA. DOCUMENTARIO,JUNIN,HUANCAYO,CHUPURO,30/01/2019,SANEAMIENTO,0,1,1,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
ODCJ-0003-2019,PERSONAL,CAJAMARCA,SAN PABLO,SAN BERNARDINO,30/01/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
ODJU-0002-2019,TRA. DOCUMENTARIO,JUNIN,HUANCAYO,CHILCA,30/01/2019,TRANSPORTE,0,1,0,0,0,1,0,0,1,0,0,0,0,1,INDIRECTA,CERRADA
SC-0051-2019,TRA. DOCUMENTARIO,LA LIBERTAD,TRUJILLO,SALAVERRY,30/01/2019,INFRAESTRUCTURA,1,1,0,0,0,0,1,0,1,0,0,0,0,0,INDIRECTA,CERRADA
SC-0058-2019,WEB,LIMA,LIMA,LURIN,31/01/2019,HIDROCARBUROS,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0057-2019,WEB,APURIMAC,ABANCAY,CURAHUASI,31/01/2019,HIDROCARBUROS,0,0,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
ODPA-0001-2019,PERSONAL,PASCO,OXAPAMPA,CONSTITUCION,31/01/2019,HIDROCARBUROS,1,0,1,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0056-2019,TRA. DOCUMENTARIO,PUNO,SAN ANTONIO DE PUTINA,ANANEA,31/01/2019,MINERIA,1,1,1,0,0,0,1,0,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0055-2019,APP MOVIL,PIURA,PIURA,CURA MORI,31/01/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0054-2019,WEB,LIMA,LIMA,SAN BORJA,31/01/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
ODLL-0003-2019,PERSONAL,LA LIBERTAD,TRUJILLO,TRUJILLO,31/01/2019,TRANSPORTE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0053-2019,WEB,LIMA,LIMA,LURIGANCHO,31/01/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0052-2019,WEB,PUNO,HUANCANE,TARACO,31/01/2019,INFRAESTRUCTURA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,MIXTA,CERRADA
MD-0001-2019,PERSONAL,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,1/02/2019,MINERIA,1,0,1,1,1,0,1,1,0,0,1,0,1,0,INDIRECTA,CERRADA
SC-0064-2019,WEB,LIMA,LIMA,PACHACAMAC,1/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0063-2019,WEB,LIMA,LIMA,ATE,1/02/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0062-2019,WEB,LA LIBERTAD,TRUJILLO,TRUJILLO,1/02/2019,AGRICULTURA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0061-2019,WEB,JUNIN,CONCEPCION,MARISCAL CASTILLA,1/02/2019,ELECTRICIDAD,1,0,1,0,0,0,0,0,0,1,0,0,0,0,MIXTA,CERRADA
SC-0060-2019,TRA. DOCUMENTARIO,LIMA,LIMA,LURIGANCHO,1/02/2019,COMERCIO,0,1,0,0,0,1,1,0,0,0,0,0,0,1,INDIRECTA,CERRADA
ODMO-0003-2019,TELEFONO,MOQUEGUA,ILO,ILO,1/02/2019,INFRAESTRUCTURA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
ODLL-0006-2019,E-MAIL,LA LIBERTAD,ASCOPE,CHICAMA,1/02/2019,INDUSTRIA,0,1,1,0,0,1,0,1,1,1,0,0,1,0,DIRECTA,CERRADA
ODLL-0005-2019,PERSONAL,LA LIBERTAD,TRUJILLO,TRUJILLO,1/02/2019,COMERCIO,0,0,1,0,0,1,0,1,1,1,0,0,0,0,INDIRECTA,CERRADA
ODLL-0004-2019,PERSONAL,LA LIBERTAD,TRUJILLO,TRUJILLO,1/02/2019,INFRAESTRUCTURA,0,1,1,0,0,1,0,1,0,0,0,0,1,0,DIRECTA,CERRADA
SC-0059-2019,WEB,PUNO,PUNO,PUNO,1/02/2019,INFRAESTRUCTURA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0068-2019,WEB,LIMA,LIMA,SANTIAGO DE SURCO,4/02/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,1,0,0,0,0,DIRECTA,CERRADA
SC-0067-2019,WEB,JUNIN,CHANCHAMAYO,PICHANAQUI,4/02/2019,GANADERIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,INDIRECTA,CERRADA
SC-0066-2019,TRA. DOCUMENTARIO,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,4/02/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,1,0,0,0,0,0,DIRECTA,CERRADA
ODCH-0003-2019,PERSONAL,ANCASH,SANTA,NUEVO CHIMBOTE,4/02/2019,COMERCIO,0,1,0,0,0,1,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0065-2019,TRA. DOCUMENTARIO,LIMA,LIMA,SANTA ANITA,4/02/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
OECO-0002-2019,PERSONAL,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,5/02/2019,MINERIA,0,1,0,0,0,1,0,0,0,1,0,0,1,1,MIXTA,CERRADA
ODAP-0002-2019,PERSONAL,APURIMAC,ABANCAY,ABANCAY,5/02/2019,INFRAESTRUCTURA,1,1,0,0,0,0,1,1,0,0,0,0,1,1,INDIRECTA,CERRADA
SC-0071-2019,TRA. DOCUMENTARIO,AREQUIPA,AREQUIPA,AREQUIPA,5/02/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0070-2019,WEB,LIMA,LIMA,SANTIAGO DE SURCO,5/02/2019,INDUSTRIA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0069-2019,E-MAIL,LIMA,LIMA,VILLA EL SALVADOR,5/02/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,1,1,0,0,0,0,INDIRECTA,CERRADA
SC-0081-2019,WEB,LIMA,LIMA,COMAS,6/02/2019,INDUSTRIA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
ODTU-0001-2019,TELEFONO,TUMBES,TUMBES,SAN JACINTO,6/02/2019,INFRAESTRUCTURA,0,1,1,0,0,1,0,1,0,0,0,0,1,0,INDIRECTA,CERRADA
ODIC-0001-2019,E-MAIL,ICA,ICA,ICA,6/02/2019,INFRAESTRUCTURA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,MIXTA,CERRADA
ODUC-0001-2019,PERSONAL,HUANUCO,PUERTO INCA,PUERTO INCA,6/02/2019,MINERIA,1,0,0,1,0,1,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0074-2019,TRA. DOCUMENTARIO,LIMA,LIMA,COMAS,6/02/2019,INDUSTRIA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,MIXTA,CERRADA
SC-0073-2019,WEB,AREQUIPA,ISLAY,ISLAY,6/02/2019,INDUSTRIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0072-2019,WEB,LIMA,LIMA,SAN JUAN DE MIRAFLORES,6/02/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0084-2019,WEB,LIMA,LIMA,VILLA EL SALVADOR,7/02/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0083-2019,WEB,AREQUIPA,AREQUIPA,SOCABAYA,7/02/2019,INFRAESTRUCTURA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,MIXTA,CERRADA
ODAN-0001-2019,PERSONAL,ANCASH,HUAYLAS,CARAZ,7/02/2019,CONSTRUCCION,1,0,0,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0082-2019,TRA. DOCUMENTARIO,CUSCO,LA CONVENCION,SANTA ANA,7/02/2019,TRANSPORTE,0,1,0,0,0,1,0,0,0,1,0,0,0,1,INDIRECTA,CERRADA
SC-0089-2019,WEB,LIMA,LIMA,LIMA,8/02/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0088-2019,WEB,LAMBAYEQUE,CHICLAYO,TUMAN,8/02/2019,AGRICULTURA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MIXTA,CERRADA
ODCH-0004-2019,PERSONAL,ANCASH,SANTA,SAMANCO,8/02/2019,MINERIA,0,1,0,0,0,1,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0087-2019,TRA. DOCUMENTARIO,LIMA,LIMA,COMAS,8/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
ODIC-0003-2019,PERSONAL,ICA,PALPA,PALPA,8/02/2019,INFRAESTRUCTURA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0086-2019,WEB,AREQUIPA,AREQUIPA,MIRAFLORES,8/02/2019,FORESTAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0085-2019,WEB,LAMBAYEQUE,CHICLAYO,PUCALA,8/02/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0097-2019,WEB,ANCASH,SANTA,CHIMBOTE,11/02/2019,INDUSTRIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MIXTA,CERRADA
SC-0095-2019,E-MAIL,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,11/02/2019,INFRAESTRUCTURA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
ODIC-0005-2019,PERSONAL,ICA,ICA,ICA,11/02/2019,COMERCIO,0,1,0,0,0,1,0,1,1,0,0,0,0,0,INDIRECTA,CERRADA
SC-0094-2019,TRA. DOCUMENTARIO,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,11/02/2019,MINERIA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,MIXTA,CERRADA
SC-0093-2019,TRA. DOCUMENTARIO,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,11/02/2019,MINERIA,1,0,0,1,1,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
ODIC-0004-2019,PERSONAL,ICA,ICA,ICA,11/02/2019,INFRAESTRUCTURA,0,0,1,1,1,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0092-2019,WEB,LA LIBERTAD,TRUJILLO,LA ESPERANZA,11/02/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0091-2019,TRA. DOCUMENTARIO,SAN MARTIN,RIOJA,RIOJA,11/02/2019,INDUSTRIA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,MIXTA,CERRADA
SC-0090-2019,TRA. DOCUMENTARIO,CALLAO,CALLAO,CALLAO,11/02/2019,MINERIA,0,1,1,0,0,0,0,0,0,1,0,0,0,0,DIRECTA,CERRADA
ODAP-0003-2019,PERSONAL,APURIMAC,ABANCAY,ABANCAY,12/02/2019,INDUSTRIA,0,1,0,0,0,1,0,1,0,1,0,0,0,1,DIRECTA,CERRADA
SC-0104-2019,WEB,CALLAO,CALLAO,CALLAO,12/02/2019,MINERIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0103-2019,WEB,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,12/02/2019,COMERCIO,0,1,0,0,0,1,0,0,1,1,0,0,0,0,INDIRECTA,CERRADA
SC-0102-2019,WEB,LIMA,LIMA,SAN JUAN DE MIRAFLORES,12/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0101-2019,WEB,HUANUCO,HUAMALIES,SINGA,12/02/2019,FORESTAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0100-2019,WEB,AYACUCHO,LUCANAS,HUAC-HUAS,12/02/2019,MINERIA,0,1,1,0,0,0,0,0,1,0,0,0,0,0,INDIRECTA,CERRADA
SC-0099-2019,WEB,ICA,NAZCA,MARCONA,12/02/2019,MINERIA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0098-2019,TRA. DOCUMENTARIO,LIMA,LIMA,PUNTA HERMOSA,12/02/2019,INFRAESTRUCTURA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
ODAR-0003-2019,TELEFONO,AREQUIPA,AREQUIPA,CERRO COLORADO,13/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,MIXTA,CERRADA
ODIC-0006-2019,PERSONAL,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,14/02/2019,TRANSPORTE,1,0,1,1,1,1,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0111-2019,WEB,LA LIBERTAD,TRUJILLO,TRUJILLO,14/02/2019,COMERCIO,0,1,0,0,0,0,0,0,1,0,0,0,0,0,INDIRECTA,CERRADA
SC-0110-2019,WEB,PUNO,SAN ROMAN,CARACOTO,14/02/2019,INFRAESTRUCTURA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0109-2019,WEB,LIMA,BARRANCA,BARRANCA,14/02/2019,COMERCIO,0,1,1,0,0,0,0,0,1,0,0,0,0,0,INDIRECTA,CERRADA
