Item;CàDIGO;DEPARTAMENTO;PROVINCIA;DISTRITO;FECHA;SECTOR;ESTADO
1079;SC-0709-2018;LIMA;LIMA;LA MOLINA;27/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1080;SC-0708-2018;LIMA;LIMA;CHORRILLOS;27/09/2018;COMERCIO;EN SEGUIMIENTO
1081;SC-0707-2018;AREQUIPA;CAYLLOMA;LARI;27/09/2018;SANEAMIENTO;EN SEGUIMIENTO
1082;ODAP-0015-2018;APURIMAC;ANTABAMBA;SABAINO;28/09/2018;MINERIA;CERRADA
1083;ODAP-0014-2018;APURIMAC;AYMARAES;TINTAY;28/09/2018;HIDROCARBUROS;CERRADA
1084;SC-0710-2018;LIMA;LIMA;SANTIAGO DE SURCO;2/10/2018;TRANSPORTE;EN SEGUIMIENTO
1085;SC-0712-2018;LIMA;LIMA;MIRAFLORES;3/10/2018;TURISMO;EN SEGUIMIENTO
1086;ODLL-0029-2018;LA LIBERTAD;PACASMAYO;SAN JOSE;3/10/2018;INDUSTRIA;EN SEGUIMIENTO
1087;ODUC-0026-2018;UCAYALI;PADRE ABAD;PADRE ABAD;3/10/2018;FORESTAL;EN SEGUIMIENTO
1088;ODPA-0013-2018;PASCO;PASCO;YANACANCHA;3/10/2018;CONSTRUCCION;EN SEGUIMIENTO
1089;SC-0711-2018;LIMA;LIMA;SANTIAGO DE SURCO;3/10/2018;HIDROCARBUROS;EN SEGUIMIENTO
1090;SC-0716-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;4/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1091;SC-0715-2018;JUNIN;TARMA;TARMA;4/10/2018;MINERIA;CERRADA
1092;SC-0714-2018;LIMA;HUAURA;HUACHO;4/10/2018;MINERIA;EN SEGUIMIENTO
1093;ODJU-0022-2018;JUNIN;HUANCAYO;CHILCA;4/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1094;ODJU-0021-2018;HUANCAVELICA;TAYACAJA;SAN MARCOS DE ROCCHAC;4/10/2018;MINERIA;CERRADA
1095;SC-0713-2018;LIMA;LIMA;SANTIAGO DE SURCO;4/10/2018;TRANSPORTE;EN SEGUIMIENTO
1096;SC-0722-2018;CALLAO;CALLAO;CALLAO;5/10/2018;TRANSPORTE;EN SEGUIMIENTO
1097;ODAN-0017-2018;ANCASH;CARHUAZ;MARCARA;5/10/2018;MINERIA;EN SEGUIMIENTO
1098;ODLL-0030-2018;LA LIBERTAD;TRUJILLO;TRUJILLO;5/10/2018;COMERCIO;EN SEGUIMIENTO
1099;SC-0721-2018;CALLAO;CALLAO;CALLAO;5/10/2018;INDUSTRIA;EN SEGUIMIENTO
1100;SC-0720-2018;LIMA;CA¥ETE;CHILCA;5/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1101;SC-0719-2018;PIURA;TALARA;LA BREA;5/10/2018;HIDROCARBUROS;CERRADA
1102;SC-0718-2018;ICA;PISCO;PISCO;5/10/2018;COMERCIO;EN SEGUIMIENTO
1103;SC-0717-2018;AMAZONAS;BONGARA;COROSHA;5/10/2018;FORESTAL;EN SEGUIMIENTO
1104;SC-0727-2018;APURIMAC;ABANCAY;ABANCAY;9/10/2018;COMERCIO;EN SEGUIMIENTO
1105;ODMO-0019-2018;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;9/10/2018;COMERCIO;EN SEGUIMIENTO
1106;MD-0007-2018;MADRE DE DIOS;MANU;MADRE DE DIOS;9/10/2018;MINERIA;EN SEGUIMIENTO
1107;OEPI-0008-2018;JUNIN;SATIPO;MAZAMARI;9/10/2018;SANEAMIENTO;EN SEGUIMIENTO
1108;SC-0726-2018;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;9/10/2018;INDUSTRIA;EN SEGUIMIENTO
1109;SC-0725-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;9/10/2018;FORESTAL;CERRADA
1110;SC-0724-2018;TUMBES;CONTRALMIRANTE VILLAR;CANOAS DE PUNTA SAL;9/10/2018;COMERCIO;EN SEGUIMIENTO
1111;SC-0723-2018;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;9/10/2018;INDUSTRIA;EN SEGUIMIENTO
1112;SC-0733-2018;LIMA;LIMA;SAN MARTIN DE PORRES;10/10/2018;INDUSTRIA;EN SEGUIMIENTO
1113;SC-0732-2018;JUNIN;TARMA;TARMA;10/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1114;SC-0731-2018;HUANCAVELICA;ANGARAES;SECCLLA;10/10/2018;MINERIA;EN SEGUIMIENTO
1115;OEPI-0009-2018;JUNIN;CHANCHAMAYO;VITOC;10/10/2018;MINERIA;EN SEGUIMIENTO
1116;SC-0730-2018;CUSCO;ANTA;ANTA;10/10/2018;HIDROCARBUROS;CERRADA
1117;SC-0729-2018;LAMBAYEQUE;CHICLAYO;MONSEFU;10/10/2018;INDUSTRIA;EN SEGUIMIENTO
1118;SC-0728-2018;PIURA;TALARA;PARI¥AS;10/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1119;SC-0738-2018;LIMA;LIMA;SANTA ROSA;11/10/2018;COMERCIO;EN SEGUIMIENTO
1120;SC-0737-2018;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;11/10/2018;INDUSTRIA;EN SEGUIMIENTO
1121;SC-0736-2018;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES;11/10/2018;TRANSPORTE;EN SEGUIMIENTO
1122;SC-0735-2018;LIMA;LIMA;LURIN;11/10/2018;INDUSTRIA;EN SEGUIMIENTO
1123;SC-0734-2018;LIMA;BARRANCA;SUPE;11/10/2018;MINERIA;EN SEGUIMIENTO
1124;ODUC-0027-2018;UCAYALI;PADRE ABAD;PADRE ABAD;12/10/2018;FORESTAL;EN SEGUIMIENTO
1125;ODCU-0035-2018;CUSCO;ACOMAYO;ACOPIA;12/10/2018;SANEAMIENTO;EN SEGUIMIENTO
1126;ODLL-0032-2018;LA LIBERTAD;TRUJILLO;MOCHE;12/10/2018;INDUSTRIA;EN SEGUIMIENTO
1127;ODCU-0034-2018;CUSCO;CUSCO;SAN SEBASTIAN;12/10/2018;INDUSTRIA;EN SEGUIMIENTO
1128;ODIC-0026-2018;ICA;ICA;ICA;12/10/2018;COMERCIO;EN SEGUIMIENTO
1129;ODLL-0031-2018;LA LIBERTAD;TRUJILLO;MOCHE;12/10/2018;AGRICULTURA;EN SEGUIMIENTO
1130;SC-0747-2018;LIMA;LIMA;PUNTA NEGRA;15/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1131;SC-0746-2018;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;15/10/2018;GANADERIA;EN SEGUIMIENTO
1132;SC-0745-2018;PIURA;PAITA;PAITA;15/10/2018;SANEAMIENTO;EN SEGUIMIENTO
1133;SC-0744-2018;LIMA;LIMA;BARRANCO;15/10/2018;COMERCIO;EN SEGUIMIENTO
1134;SC-0743-2018;LIMA;LIMA;EL AGUSTINO;15/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1135;SC-0740-2018;HUANUCO;HUANUCO;HUANUCO;15/10/2018;COMERCIO;EN SEGUIMIENTO
1136;SC-0739-2018;AMAZONAS;BAGUA;LA PECA;15/10/2018;AGRICULTURA;CERRADA
1137;ODLL-0033-2018;LA LIBERTAD;VIRU;VIRU;15/10/2018;AGRICULTURA;EN SEGUIMIENTO
1138;SC-0751-2018;LIMA;LIMA;INDEPENDENCIA;16/10/2018;COMERCIO;EN SEGUIMIENTO
1139;SC-0749-2018;LIMA;LIMA;CHACLACAYO;16/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1140;SC-0748-2018;LIMA;LIMA;CHORRILLOS;16/10/2018;INDUSTRIA;EN SEGUIMIENTO
1141;MD-0008-2018;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;16/10/2018;FORESTAL;EN SEGUIMIENTO
1142;SC-0755-2018;LIMA;LIMA;LURIN;17/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1143;SC-0754-2018;LIMA;CA¥ETE;IMPERIAL;17/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1144;SC-0753-2018;LIMA;LIMA;CHORRILLOS;17/10/2018;INDUSTRIA;EN SEGUIMIENTO
1145;SC-0752-2018;LIMA;LIMA;ATE;17/10/2018;INDUSTRIA;EN SEGUIMIENTO
1146;ODHU-0008-2018;HUANUCO;HUANUCO;CHINCHAO;17/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1147;ODHU-0007-2018;HUANUCO;HUANUCO;HUANUCO;17/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1148;ODAR-0037-2018;AREQUIPA;AREQUIPA;CHIGUATA;18/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1149;SC-0761-2018;LIMA;LIMA;COMAS;18/10/2018;INDUSTRIA;EN SEGUIMIENTO
1150;ODAN-0018-2018;ANCASH;HUARAZ;INDEPENDENCIA;18/10/2018;COMERCIO;EN SEGUIMIENTO
1151;SC-0760-2018;LIMA;LIMA;LIMA;18/10/2018;INDUSTRIA;CERRADA
1152;SC-0759-2018;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;18/10/2018;SANEAMIENTO;EN SEGUIMIENTO
1153;ODHV-0007-2018;HUANCAVELICA;HUANCAVELICA;HUANDO;18/10/2018;MINERIA;EN SEGUIMIENTO
1154;SC-0758-2018;LIMA;LIMA;LIMA;18/10/2018;TRANSPORTE;EN SEGUIMIENTO
1155;SC-0757-2018;LIMA;LIMA;VILLA EL SALVADOR;18/10/2018;COMERCIO;EN SEGUIMIENTO
1156;SC-0756-2018;LIMA;LIMA;INDEPENDENCIA;18/10/2018;AGRICULTURA;CERRADA
1157;SC-0762-2018;LIMA;LIMA;SAN MARTIN DE PORRES;19/10/2018;INDUSTRIA;EN SEGUIMIENTO
1158;ODLL-0037-2018;LA LIBERTAD;TRUJILLO;TRUJILLO;19/10/2018;INDUSTRIA;EN SEGUIMIENTO
1159;MD-0009-2018;MADRE DE DIOS;MANU;MADRE DE DIOS;19/10/2018;FORESTAL;EN SEGUIMIENTO
1160;ODAR-0038-2018;AREQUIPA;AREQUIPA;PAUCARPATA;19/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1161;ODLL-0036-2018;LA LIBERTAD;TRUJILLO;TRUJILLO;19/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1162;ODLL-0035-2018;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;19/10/2018;MINERIA;EN SEGUIMIENTO
1163;ODLL-0034-2018;LA LIBERTAD;TRUJILLO;EL PORVENIR;19/10/2018;GANADERIA;EN SEGUIMIENTO
1164;SC-0767-2018;ANCASH;SANTA;NUEVO CHIMBOTE;22/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1165;SC-0766-2018;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;22/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1166;SC-0765-2018;ICA;PISCO;SAN ANDRES;22/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1167;SC-0764-2018;LIMA;LIMA;VILLA EL SALVADOR;22/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1168;SC-0763-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;22/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1169;SC-0770-2018;ICA;ICA;ICA;23/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1170;SC-0769-2018;AREQUIPA;CONDESUYOS;RIO GRANDE;23/10/2018;MINERIA;EN SEGUIMIENTO
1171;ODLL-0038-2018;LA LIBERTAD;PATAZ;PATAZ;23/10/2018;MINERIA;EN SEGUIMIENTO
1172;ODAR-0039-2018;AREQUIPA;CARAVELI;CHAPARRA;23/10/2018;SANEAMIENTO;EN SEGUIMIENTO
1173;ODAN-0019-2018;ANCASH;AIJA;AIJA;23/10/2018;MINERIA;EN SEGUIMIENTO
1174;ODPU-0011-2018;PUNO;PUNO;PICHACANI;23/10/2018;CONSTRUCCION;CERRADA
1175;SC-0768-2018;MOQUEGUA;ILO;PACOCHA;23/10/2018;MINERIA;EN SEGUIMIENTO
1176;ODAR-0041-2018;AREQUIPA;ISLAY;ISLAY;24/10/2018;TRANSPORTE;CERRADA
1177;SC-0774-2018;LIMA;LIMA;CHORRILLOS;24/10/2018;COMERCIO;EN SEGUIMIENTO
1178;SC-0773-2018;LIMA;LIMA;COMAS;24/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1179;SC-0772-2018;LIMA;LIMA;VILLA EL SALVADOR;24/10/2018;INDUSTRIA;EN SEGUIMIENTO
1180;SC-0771-2018;LIMA;LIMA;ATE;24/10/2018;INDUSTRIA;CERRADA
1181;ODCH-0023-2018;ANCASH;SANTA;SANTA;24/10/2018;PESQUERIA;EN SEGUIMIENTO
1182;ODJU-0023-2018;JUNIN;JAUJA;ACOLLA;24/10/2018;SANEAMIENTO;EN SEGUIMIENTO
1183;ODIC-0027-2018;ICA;ICA;ICA;24/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1184;ODAR-0040-2018;AREQUIPA;ISLAY;ISLAY;24/10/2018;MINERIA;EN SEGUIMIENTO
1185;SC-0775-2018;LA LIBERTAD;ASCOPE;CASA GRANDE;25/10/2018;INDUSTRIA;EN SEGUIMIENTO
1186;ODPA-0014-2018;PASCO;OXAPAMPA;VILLA RICA;25/10/2018;GANADERIA;EN SEGUIMIENTO
1187;ODAR-0042-2018;AREQUIPA;AREQUIPA;TIABAYA;25/10/2018;MINERIA;EN SEGUIMIENTO
1188;OEPI-0010-2018;JUNIN;CHANCHAMAYO;VITOC;25/10/2018;MINERIA;EN SEGUIMIENTO
1189;SC-0780-2018;LIMA;LIMA;RIMAC;26/10/2018;INDUSTRIA;EN SEGUIMIENTO
1190;ODMO-0020-2018;MOQUEGUA;ILO;ILO;26/10/2018;HIDROCARBUROS;CERRADA
1191;ODJU-0024-2018;JUNIN;JAUJA;JAUJA;26/10/2018;INDUSTRIA;EN SEGUIMIENTO
1192;ODLL-0040-2018;LA LIBERTAD;TRUJILLO;SALAVERRY;26/10/2018;INDUSTRIA;EN SEGUIMIENTO
1193;SC-0777-2018;CALLAO;CALLAO;CALLAO;26/10/2018;INDUSTRIA;CERRADA
1194;SC-0776-2018;LIMA;LIMA;PUENTE PIEDRA;26/10/2018;INDUSTRIA;EN SEGUIMIENTO
1195;ODHU-0009-2018;HUANUCO;HUANUCO;HUANUCO;26/10/2018;COMERCIO;EN SEGUIMIENTO
1196;ODPA-0015-2018;PASCO;PASCO;YANACANCHA;26/10/2018;TRANSPORTE;EN SEGUIMIENTO
1197;ODLL-0039-2018;LA LIBERTAD;TRUJILLO;MOCHE;26/10/2018;INDUSTRIA;EN SEGUIMIENTO
1198;SC-0783-2018;MOQUEGUA;ILO;ILO;29/10/2018;HIDROCARBUROS;EN SEGUIMIENTO
1199;ODSM-0008-2018;SAN MARTIN;SAN MARTIN;MORALES;29/10/2018;COMERCIO;EN SEGUIMIENTO
1200;ODTA-0008-2018;TACNA;TACNA;CIUDAD NUEVA;29/10/2018;COMERCIO;EN SEGUIMIENTO
1201;ODTU-0019-2018;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;29/10/2018;SANEAMIENTO;EN SEGUIMIENTO
1202;ODVR-0008-2018;AYACUCHO;LA MAR;AYNA;29/10/2018;SANEAMIENTO;EN SEGUIMIENTO
1203;ODAN-0020-2018;ANCASH;BOLOGNESI;CHIQUIAN;29/10/2018;HIDROCARBUROS;EN SEGUIMIENTO
1204;SC-0782-2018;LIMA;LIMA;CARABAYLLO;29/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1205;ODHU-0010-2018;HUANUCO;HUANUCO;HUANUCO;29/10/2018;INDUSTRIA;EN SEGUIMIENTO
1206;ODPI-0034-2018;PIURA;PIURA;CASTILLA;29/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1207;ODLO-0012-2018;LORETO;LORETO;URARINAS;29/10/2018;HIDROCARBUROS;EN SEGUIMIENTO
1208;OELC-0003-2018;CUSCO;LA CONVENCION;ECHARATI;30/10/2018;FORESTAL;EN SEGUIMIENTO
1209;SC-0787-2018;LIMA;LIMA;VILLA EL SALVADOR;30/10/2018;INDUSTRIA;EN SEGUIMIENTO
1210;SC-0786-2018;JUNIN;JUNIN;CARHUAMAYO;30/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1211;SC-0785-2018;LIMA;LIMA;RIMAC;30/10/2018;AGRICULTURA;CERRADA
1212;ODIC-0028-2018;ICA;ICA;ICA;30/10/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1213;SC-0784-2018;CUSCO;CUSCO;SAN JERONIMO;30/10/2018;FORESTAL;CERRADA
1214;SC-0791-2018;LA LIBERTAD;SANCHEZ CARRION;SANAGORAN;31/10/2018;MINERIA;EN SEGUIMIENTO
1215;ODPU-0012-2018;PUNO;EL COLLAO;CAPAZO;31/10/2018;COMERCIO;EN SEGUIMIENTO
1216;ODAR-0043-2018;AREQUIPA;AREQUIPA;CERRO COLORADO;31/10/2018;TRANSPORTE;EN SEGUIMIENTO
1217;SC-0790-2018;LAMBAYEQUE;CHICLAYO;REQUE;31/10/2018;SANEAMIENTO;EN SEGUIMIENTO
1218;SC-0789-2018;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;31/10/2018;MINERIA;EN SEGUIMIENTO
1219;SC-0792-2018;ANCASH;SANTA;CHIMBOTE;5/11/2018;INDUSTRIA;EN SEGUIMIENTO
1220;ODSM-0009-2018;SAN MARTIN;BELLAVISTA;BAJO BIAVO;5/11/2018;AGRICULTURA;EN SEGUIMIENTO
1221;OEPI-0011-2018;JUNIN;SATIPO;PANGOA;5/11/2018;TRANSPORTE;EN SEGUIMIENTO
1222;ODCU-0037-2018;CUSCO;CUSCO;SAN JERONIMO;5/11/2018;SANEAMIENTO;EN SEGUIMIENTO
1223;ODCU-0036-2018;CUSCO;CUSCO;WANCHAQ;5/11/2018;INDUSTRIA;EN SEGUIMIENTO
1224;ODIC-0032-2018;ICA;NAZCA;MARCONA;5/11/2018;MINERIA;EN SEGUIMIENTO
1225;ODIC-0031-2018;ICA;ICA;ICA;5/11/2018;AGRICULTURA;EN SEGUIMIENTO
1226;ODAM-0007-2018;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;5/11/2018;COMERCIO;EN SEGUIMIENTO
1227;ODIC-0030-2018;ICA;NAZCA;MARCONA;5/11/2018;MINERIA;CERRADA
1228;ODLO-0013-2018;LORETO;MAYNAS;IQUITOS;6/11/2018;TRANSPORTE;CERRADA
1229;SC-0795-2018;LIMA;LIMA;SAN MARTIN DE PORRES;6/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1230;ODCU-0039-2018;CUSCO;CUSCO;SAN SEBASTIAN;6/11/2018;CONSTRUCCION;CERRADA
1231;ODHV-0008-2018;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;6/11/2018;SANEAMIENTO;EN SEGUIMIENTO
1232;ODMO-0021-2018;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;6/11/2018;COMERCIO;EN SEGUIMIENTO
1233;SC-0794-2018;SAN MARTIN;TOCACHE;TOCACHE;6/11/2018;INDUSTRIA;EN SEGUIMIENTO
1234;SC-0793-2018;LIMA;LIMA;LURIN;6/11/2018;INDUSTRIA;EN SEGUIMIENTO
1235;ODCU-0038-2018;CUSCO;CANCHIS;SICUANI;6/11/2018;CONSTRUCCION;EN SEGUIMIENTO
1236;SC-0799-2018;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;7/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1237;ODIC-0033-2018;AYACUCHO;LUCANAS;PUQUIO;7/11/2018;PESQUERIA;EN SEGUIMIENTO
1238;OEES-0005-2018;CUSCO;ESPINAR;ESPINAR;7/11/2018;MINERIA;EN SEGUIMIENTO
1239;SC-0798-2018;AYACUCHO;LUCANAS;PUQUIO;7/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1240;ODAR-0045-2018;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;7/11/2018;AGRICULTURA;EN SEGUIMIENTO
1241;ODAR-0044-2018;AREQUIPA;AREQUIPA;SACHACA;7/11/2018;COMERCIO;EN SEGUIMIENTO
1242;SC-0797-2018;CUSCO;CHUMBIVILCAS;VELILLE;7/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1243;SC-0796-2018;LIMA;LIMA;ATE;7/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1244;SC-0803-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;8/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1245;SC-0802-2018;LIMA;LIMA;LURIN;8/11/2018;INDUSTRIA;EN SEGUIMIENTO
1246;SC-0801-2018;AYACUCHO;HUAMANGA;AYACUCHO;8/11/2018;INDUSTRIA;EN SEGUIMIENTO
1247;SC-0800-2018;ANCASH;PALLASCA;CABANA;8/11/2018;CONSTRUCCION;EN SEGUIMIENTO
1248;ODAR-0046-2018;AREQUIPA;AREQUIPA;CERRO COLORADO;8/11/2018;SANEAMIENTO;EN SEGUIMIENTO
1249;ODCU-0040-2018;CUSCO;CUSCO;SANTIAGO;8/11/2018;COMERCIO;EN SEGUIMIENTO
1250;SC-0811-2018;LIMA;LIMA;CHORRILLOS;9/11/2018;INDUSTRIA;EN SEGUIMIENTO
1251;SC-0810-2018;LIMA;LIMA;PUENTE PIEDRA;9/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1252;SC-0809-2018;CALLAO;CALLAO;CALLAO;9/11/2018;INDUSTRIA;EN SEGUIMIENTO
1253;SC-0808-2018;LIMA;HUAURA;HUACHO;9/11/2018;TRANSPORTE;EN SEGUIMIENTO
1254;SC-0807-2018;LIMA;LIMA;CIENEGUILLA;9/11/2018;MINERIA;EN SEGUIMIENTO
1255;SC-0806-2018;UCAYALI;CORONEL PORTILLO;YARINACOCHA;9/11/2018;COMERCIO;EN SEGUIMIENTO
1256;SC-0805-2018;AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;9/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1257;SC-0804-2018;LIMA;LIMA;MIRAFLORES;9/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1258;ODCH-0024-2018;ANCASH;SANTA;SAMANCO;9/11/2018;PESQUERIA;EN SEGUIMIENTO
1259;SC-0818-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;12/11/2018;INDUSTRIA;EN SEGUIMIENTO
1260;SC-0816-2018;CUSCO;URUBAMBA;URUBAMBA;12/11/2018;AGRICULTURA;EN SEGUIMIENTO
1261;SC-0815-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;12/11/2018;CONSTRUCCION;EN SEGUIMIENTO
1262;SC-0814-2018;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES;12/11/2018;INDUSTRIA;EN SEGUIMIENTO
1263;SC-0813-2018;LIMA;LIMA;SAN MARTIN DE PORRES;12/11/2018;COMERCIO;EN SEGUIMIENTO
1264;SC-0812-2018;PIURA;PIURA;PIURA;12/11/2018;COMERCIO;EN SEGUIMIENTO
1265;ODCH-0025-2018;ANCASH;SANTA;CHIMBOTE;12/11/2018;INDUSTRIA;EN SEGUIMIENTO
1266;ODAP-0016-2018;APURIMAC;ABANCAY;ABANCAY;12/11/2018;SANEAMIENTO;EN SEGUIMIENTO
1267;ODCJ-0020-2018;CAJAMARCA;HUALGAYOC;BAMBAMARCA;12/11/2018;MINERIA;CERRADA
1268;ODLL-0041-2018;LA LIBERTAD;TRUJILLO;TRUJILLO;12/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1269;SC-0823-2018;LA LIBERTAD;TRUJILLO;LAREDO;13/11/2018;SANEAMIENTO;EN SEGUIMIENTO
1270;ODAR-0048-2018;AREQUIPA;CAYLLOMA;SAN ANTONIO DE CHUCA;13/11/2018;ELECTRICIDAD;EN SEGUIMIENTO
1271;SC-0822-2018;LIMA;LIMA;SANTIAGO DE SURCO;13/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1272;OEPI-0012-2018;JUNIN;CHANCHAMAYO;PICHANAQUI;13/11/2018;SANEAMIENTO;EN SEGUIMIENTO
1273;SC-0821-2018;TUMBES;ZARUMILLA;AGUAS VERDES;13/11/2018;GANADERIA;EN SEGUIMIENTO
1274;SC-0820-2018;LIMA;LIMA;MIRAFLORES;13/11/2018;CONSTRUCCION;EN SEGUIMIENTO
1275;ODAR-0047-2018;AREQUIPA;AREQUIPA;MIRAFLORES;13/11/2018;INDUSTRIA;EN SEGUIMIENTO
1276;SC-0819-2018;CALLAO;CALLAO;VENTANILLA;13/11/2018;AGRICULTURA;EN SEGUIMIENTO
1277;ODCU-0041-2018;CUSCO;CUSCO;POROY;14/11/2018;HIDROCARBUROS;CERRADA
1278;ODLO-0015-2018;LORETO;MAYNAS;IQUITOS;14/11/2018;COMERCIO;EN SEGUIMIENTO
1279;ODAP-0017-2018;APURIMAC;ABANCAY;CIRCA;14/11/2018;FORESTAL;EN SEGUIMIENTO
1280;SC-0826-2018;LIMA;LIMA;SAN JUAN DE MIRAFLORES;14/11/2018;COMERCIO;EN SEGUIMIENTO
1281;SC-0825-2018;LIMA;LIMA;SURQUILLO;14/11/2018;INDUSTRIA;EN SEGUIMIENTO
1282;SC-0824-2018;HUANUCO;HUAMALIES;PU¥OS;14/11/2018;MINERIA;EN SEGUIMIENTO
1283;ODAM-0008-2018;AMAZONAS;UTCUBAMBA;JAMALCA;14/11/2018;FORESTAL;EN SEGUIMIENTO
1284;MD-0010-2018;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;14/11/2018;FORESTAL;EN SEGUIMIENTO
1285;SC-0832-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;15/11/2018;INDUSTRIA;EN SEGUIMIENTO
1286;SC-0830-2018;ICA;ICA;PARCONA;15/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1287;SC-0829-2018;ICA;CHINCHA;TAMBO DE MORA;15/11/2018;PESQUERIA;EN SEGUIMIENTO
1288;ODAR-0049-2018;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;15/11/2018;INDUSTRIA;EN SEGUIMIENTO
1289;SC-0828-2018;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;15/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1290;SC-0827-2018;JUNIN;CONCEPCION;COMAS;15/11/2018;MINERIA;EN SEGUIMIENTO
1291;SC-0839-2018;AREQUIPA;AREQUIPA;YANAHUARA;16/11/2018;INDUSTRIA;EN SEGUIMIENTO
1292;SC-0838-2018;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;16/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1293;SC-0837-2018;JUNIN;CHANCHAMAYO;SAN RAMON;16/11/2018;INDUSTRIA;CERRADA
1294;SC-0836-2018;PIURA;PIURA;CASTILLA;16/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1295;SC-0835-2018;PIURA;SULLANA;SULLANA;16/11/2018;INDUSTRIA;EN SEGUIMIENTO
1296;SC-0834-2018;LIMA;LIMA;RIMAC;16/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1297;SC-0833-2018;LORETO;LORETO;URARINAS;16/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1298;SC-0845-2018;LIMA;CA¥ETE;CHILCA;19/11/2018;INDUSTRIA;EN SEGUIMIENTO
