Item;CàDIGO;DEPARTAMENTO;PROVINCIA;DISTRITO;FECHA;SECTOR;ESTADO
628;ODAR-0018-2018;AREQUIPA;AREQUIPA;CERRO COLORADO;22/05/2018;TRANSPORTE;EN SEGUIMIENTO
629;ODAR-0017-2018;AREQUIPA;AREQUIPA;LA JOYA;22/05/2018;SANEAMIENTO;EN SEGUIMIENTO
630;SC-0436-2018;LA LIBERTAD;TRUJILLO;HUANCHACO;23/05/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
631;SC-0437-2018;LIMA;LIMA;PUENTE PIEDRA;23/05/2018;COMERCIO;EN SEGUIMIENTO
632;SC-0438-2018;CALLAO;CALLAO;BELLAVISTA;23/05/2018;COMERCIO;EN SEGUIMIENTO
633;SC-0439-2018;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;23/05/2018;COMERCIO;EN SEGUIMIENTO
634;ODCU-0021-2018;CUSCO;CUSCO;WANCHAQ;23/05/2018;COMERCIO;EN SEGUIMIENTO
635;ODLO-0004-2018;LORETO;MAYNAS;PUNCHANA;23/05/2018;HIDROCARBUROS;CERRADA
636;ODPU-0005-2018;PUNO;LAMPA;CABANILLA;23/05/2018;MINERIA;EN SEGUIMIENTO
637;ODAR-0020-2018;AREQUIPA;AREQUIPA;SOCABAYA;23/05/2018;COMERCIO;EN SEGUIMIENTO
638;ODLA-0009-2018;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;24/05/2018;GANADERIA;EN SEGUIMIENTO
639;SC-0440-2018;CAJAMARCA;CAJAMARCA;LOS BA¥OS DEL INCA;25/05/2018;CONSTRUCCION;EN SEGUIMIENTO
640;ODCH-0019-2018;ANCASH;SANTA;NUEVO CHIMBOTE;25/05/2018;INDUSTRIA;EN SEGUIMIENTO
641;ODTU-0012-2018;TUMBES;TUMBES;TUMBES;25/05/2018;GANADERIA;EN SEGUIMIENTO
642;SC-0441-2018;LORETO;DATEM DEL MARA¥ON;ANDOAS;28/05/2018;HIDROCARBUROS;CERRADA
643;SC-0442-2018;JUNIN;CONCEPCION;ORCOTUNA;28/05/2018;MINERIA;EN SEGUIMIENTO
644;ODAR-0021-2018;AREQUIPA;AREQUIPA;LA JOYA;28/05/2018;MINERIA;CERRADA
645;ODAN-0011-2018;ANCASH;HUARAZ;HUARAZ;28/05/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
646;ODUC-0009-2018;UCAYALI;CORONEL PORTILLO;YARINACOCHA;28/05/2018;COMERCIO;CERRADA
647;ODCJ-0011-2018;CAJAMARCA;JAEN;JAEN;29/05/2018;INDUSTRIA;EN SEGUIMIENTO
648;SC-0443-2018;CUSCO;CUSCO;CUSCO;30/05/2018;COMERCIO;EN SEGUIMIENTO
649;SC-0444-2018;PIURA;PAITA;VICHAYAL;30/05/2018;HIDROCARBUROS;EN SEGUIMIENTO
650;ODAR-0022-2018;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;30/05/2018;TRANSPORTE;EN SEGUIMIENTO
651;ODCU-0023-2018;CUSCO;CUSCO;WANCHAQ;30/05/2018;COMERCIO;EN SEGUIMIENTO
652;ODCU-0022-2018;CUSCO;CUSCO;SAN SEBASTIAN;30/05/2018;TRANSPORTE;EN SEGUIMIENTO
653;SC-0445-2018;LIMA;LIMA;PUENTE PIEDRA;31/05/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
654;SC-0446-2018;LAMBAYEQUE;LAMBAYEQUE;OLMOS;31/05/2018;AGRICULTURA;CERRADA
655;ODHU-0003-2018;HUANUCO;YAROWILCA;CHAVINILLO;31/05/2018;MINERIA;EN SEGUIMIENTO
656;SC-0447-2018;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;1/06/2018;INDUSTRIA;EN SEGUIMIENTO
657;SC-0448-2018;CALLAO;CALLAO;LA PERLA;1/06/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
658;SC-0449-2018;LAMBAYEQUE;LAMBAYEQUE;JAYANCA;1/06/2018;INDUSTRIA;EN SEGUIMIENTO
659;SC-0450-2018;LIMA;LIMA;BARRANCO;1/06/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
660;SC-0451-2018;LAMBAYEQUE;CHICLAYO;CHICLAYO;1/06/2018;INDUSTRIA;CERRADA
661;SC-0452-2018;UCAYALI;CORONEL PORTILLO;CALLERIA;1/06/2018;COMERCIO;EN SEGUIMIENTO
662;SC-0453-2018;LIMA;LIMA;PUENTE PIEDRA;1/06/2018;GANADERIA;EN SEGUIMIENTO
663;SC-0454-2018;CALLAO;CALLAO;BELLAVISTA;1/06/2018;INDUSTRIA;CERRADA
664;ODTU-0013-2018;TUMBES;CONTRALMIRANTE VILLAR;CANOAS DE PUNTA SAL;1/06/2018;TURISMO;EN SEGUIMIENTO
665;ODMO-0012-2018;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;1/06/2018;COMERCIO;EN SEGUIMIENTO
666;ODMO-0011-2018;MOQUEGUA;MARISCAL NIETO;CARUMAS;1/06/2018;PESQUERIA;EN SEGUIMIENTO
667;ODAN-0012-2018;ANCASH;HUAYLAS;HUALLANCA;1/06/2018;ELECTRICIDAD;EN SEGUIMIENTO
668;ODMO-0010-2018;MOQUEGUA;MARISCAL NIETO;TORATA;1/06/2018;MINERIA;EN SEGUIMIENTO
669;ODLO-0005-2018;LORETO;LORETO;URARINAS;1/06/2018;HIDROCARBUROS;CERRADA
670;SC-0455-2018;LIMA;HUAROCHIRI;SANTA EULALIA;4/06/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
671;SC-0456-2018;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;4/06/2018;AGRICULTURA;CERRADA
672;SC-0457-2018;LIMA;LIMA;LA MOLINA;4/06/2018;COMERCIO;EN SEGUIMIENTO
673;SC-0458-2018;LIMA;HUAROCHIRI;SANTA CRUZ DE COCACHACRA;4/06/2018;INFRAESTRUCTURA;CERRADA
674;SC-0459-2018;CALLAO;CALLAO;CALLAO;4/06/2018;INDUSTRIA;CERRADA
675;SC-0460-2018;JUNIN;HUANCAYO;EL TAMBO;4/06/2018;INDUSTRIA;EN SEGUIMIENTO
676;SC-0461-2018;CALLAO;CALLAO;CALLAO;4/06/2018;INDUSTRIA;EN SEGUIMIENTO
677;SC-0462-2018;LIMA;LIMA;RIMAC;4/06/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
678;SC-0463-2018;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;4/06/2018;CONSTRUCCION;EN SEGUIMIENTO
679;SC-0464-2018;ANCASH;PALLASCA;TAUCA;4/06/2018;MINERIA;EN SEGUIMIENTO
680;SC-0465-2018;PIURA;PAITA;PAITA;4/06/2018;PESQUERIA;EN SEGUIMIENTO
681;SC-0466-2018;LIMA;LIMA;SAN BORJA;4/06/2018;TRANSPORTE;CERRADA
682;SC-0467-2018;LIMA;LIMA;LIMA;4/06/2018;INDUSTRIA;EN SEGUIMIENTO
683;ODPI-0023-2018;PIURA;PIURA;PIURA;4/06/2018;COMERCIO;EN SEGUIMIENTO
684;ODLL-0015-2018;LA LIBERTAD;TRUJILLO;HUANCHACO;4/06/2018;CONSTRUCCION;EN SEGUIMIENTO
685;OEES-0003-2018;CUSCO;ESPINAR;PALLPATA;4/06/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
686;SC-0468-2018;LIMA;LIMA;SAN MIGUEL;5/06/2018;COMERCIO;EN SEGUIMIENTO
687;SC-0469-2018;LIMA;LIMA;INDEPENDENCIA;5/06/2018;INDUSTRIA;CERRADA
688;SC-0470-2018;PIURA;PAITA;VICHAYAL;5/06/2018;HIDROCARBUROS;EN SEGUIMIENTO
689;SC-0471-2018;PIURA;PAITA;COLAN;5/06/2018;HIDROCARBUROS;EN SEGUIMIENTO
690;SC-0472-2018;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;5/06/2018;INDUSTRIA;EN SEGUIMIENTO
691;ODLA-0010-2018;LAMBAYEQUE;CHICLAYO;LA VICTORIA;5/06/2018;AGRICULTURA;EN SEGUIMIENTO
692;ODAR-0023-2018;AREQUIPA;CONDESUYOS;CAYARANI;5/06/2018;MINERIA;EN SEGUIMIENTO
693;SC-0474-2018;ANCASH;HUARMEY;CULEBRAS;6/06/2018;MINERIA;EN SEGUIMIENTO
694;SC-0475-2018;ICA;CHINCHA;CHAVIN;6/06/2018;MINERIA;EN SEGUIMIENTO
695;SC-0476-2018;LIMA;LIMA;LURIN;6/06/2018;AGRICULTURA;EN SEGUIMIENTO
696;ODLL-0017-2018;LA LIBERTAD;OTUZCO;HUARANCHAL;6/06/2018;MINERIA;EN SEGUIMIENTO
697;ODLL-0016-2018;LA LIBERTAD;OTUZCO;AGALLPAMPA;6/06/2018;MINERIA;EN SEGUIMIENTO
698;SC-0477-2018;ANCASH;CASMA;CASMA;8/06/2018;HIDROCARBUROS;CERRADA
699;SC-0478-2018;LIMA;LIMA;ATE;8/06/2018;MINERIA;EN SEGUIMIENTO
700;SC-0479-2018;CUSCO;CHUMBIVILCAS;QUI¥OTA;8/06/2018;MINERIA;EN SEGUIMIENTO
701;SC-0480-2018;ANCASH;SANTA;CHIMBOTE;8/06/2018;PESQUERIA;EN SEGUIMIENTO
702;SC-0481-2018;ANCASH;HUARAZ;HUARAZ;8/06/2018;SANEAMIENTO;EN SEGUIMIENTO
703;ODIC-0017-2018;ICA;CHINCHA;CHINCHA BAJA;8/06/2018;INDUSTRIA;EN SEGUIMIENTO
704;ODIC-0016-2018;ICA;ICA;ICA;8/06/2018;INDUSTRIA;EN SEGUIMIENTO
705;ODPI-0024-2018;PIURA;PIURA;CASTILLA;8/06/2018;SANEAMIENTO;EN SEGUIMIENTO
706;ODPA-0005-2018;PASCO;PASCO;YANACANCHA;8/06/2018;MINERIA;CERRADA
707;SC-0482-2018;CAJAMARCA;CAJAMARCA;CAJAMARCA;11/06/2018;MINERIA;CERRADA
708;SC-0483-2018;LIMA;HUARAL;CHANCAY;11/06/2018;PESQUERIA;CERRADA
709;SC-0484-2018;CUSCO;LA CONVENCION;SANTA ANA;11/06/2018;FORESTAL;EN SEGUIMIENTO
710;SC-0485-2018;LIMA;LIMA;SANTIAGO DE SURCO;11/06/2018;HIDROCARBUROS;CERRADA
711;ODCU-0024-2018;CUSCO;CUSCO;SAYLLA;11/06/2018;INDUSTRIA;EN SEGUIMIENTO
712;SC-0486-2018;JUNIN;HUANCAYO;PILCOMAYO;12/06/2018;COMERCIO;EN SEGUIMIENTO
713;SC-0487-2018;AREQUIPA;CASTILLA;PAMPACOLCA;12/06/2018;SANEAMIENTO;EN SEGUIMIENTO
714;SC-0488-2018;APURIMAC;ABANCAY;ABANCAY;12/06/2018;COMERCIO;CERRADA
715;SC-0489-2018;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;13/06/2018;MINERIA;EN SEGUIMIENTO
716;SC-0490-2018;ICA;ICA;PARCONA;13/06/2018;COMERCIO;CERRADA
717;SC-0491-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;13/06/2018;COMERCIO;EN SEGUIMIENTO
718;SC-0492-2018;CALLAO;CALLAO;CALLAO;13/06/2018;COMERCIO;EN SEGUIMIENTO
719;ODPU-0006-2018;PUNO;MELGAR;AYAVIRI;13/06/2018;CONSTRUCCION;CERRADA
720;SC-0493-2018;LIMA;LIMA;EL AGUSTINO;14/06/2018;SANEAMIENTO;CERRADA
721;SC-0494-2018;LIMA;LIMA;VILLA EL SALVADOR;14/06/2018;INDUSTRIA;CERRADA
722;SC-0495-2018;LIMA;LIMA;SURQUILLO;14/06/2018;CONSTRUCCION;EN SEGUIMIENTO
723;SC-0496-2018;LIMA;CA¥ETE;MALA;14/06/2018;SANEAMIENTO;EN SEGUIMIENTO
724;SC-0497-2018;LIMA;LIMA;SAN MARTIN DE PORRES;14/06/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
725;ODIC-0018-2018;ICA;PISCO;SAN ANDRES;14/06/2018;PESQUERIA;EN SEGUIMIENTO
726;ODTU-0015-2018;TUMBES;TUMBES;TUMBES;14/06/2018;INDUSTRIA;EN SEGUIMIENTO
727;ODPA-0006-2018;PASCO;PASCO;HUARIACA;14/06/2018;TRANSPORTE;CERRADA
728;ODTU-0014-2018;TUMBES;TUMBES;TUMBES;14/06/2018;COMERCIO;EN SEGUIMIENTO
729;SC-0498-2018;CALLAO;CALLAO;CALLAO;15/06/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
730;SC-0499-2018;LIMA;LIMA;JESUS MARIA;15/06/2018;TRANSPORTE;EN SEGUIMIENTO
731;SC-0500-2018;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;15/06/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
732;ODAY-0003-2018;AYACUCHO;LA MAR;ANCHIHUAY;15/06/2018;INFRAESTRUCTURA;CERRADA
733;ODAP-0011-2018;APURIMAC;ABANCAY;CURAHUASI;15/06/2018;TRANSPORTE;EN SEGUIMIENTO
734;SC-0501-2018;LIMA;LIMA;SANTIAGO DE SURCO;18/06/2018;HIDROCARBUROS;CERRADA
735;SC-0502-2018;LORETO;DATEM DEL MARA¥ON;ANDOAS;18/06/2018;HIDROCARBUROS;EN SEGUIMIENTO
736;SC-0503-2018;LORETO;ALTO AMAZONAS;YURIMAGUAS;18/06/2018;FORESTAL;EN SEGUIMIENTO
737;ODMO-0013-2018;MOQUEGUA;ILO;ILO;18/06/2018;SANEAMIENTO;EN SEGUIMIENTO
738;SC-0504-2018;LIMA;CANTA;SANTA ROSA DE QUIVES;19/06/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
739;SC-0505-2018;CALLAO;CALLAO;CALLAO;19/06/2018;INDUSTRIA;EN SEGUIMIENTO
740;SC-0506-2018;LIMA;LIMA;LOS OLIVOS;19/06/2018;COMERCIO;EN SEGUIMIENTO
741;SC-0507-2018;ANCASH;HUARMEY;HUARMEY;20/06/2018;GANADERIA;CERRADA
742;SC-0508-2018;LIMA;LIMA;PUENTE PIEDRA;20/06/2018;SANEAMIENTO;EN SEGUIMIENTO
743;SC-0509-2018;LIMA;LIMA;LOS OLIVOS;21/06/2018;TRANSPORTE;EN SEGUIMIENTO
744;SC-0510-2018;LIMA;LIMA;LURIN;21/06/2018;GANADERIA;EN SEGUIMIENTO
745;SC-0511-2018;APURIMAC;COTABAMBAS;CHALLHUAHUACHO;21/06/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
746;ODHU-0004-2018;HUANUCO;PACHITEA;CHAGLLA;21/06/2018;MINERIA;EN SEGUIMIENTO
747;ODAR-0024-2018;AREQUIPA;ISLAY;ISLAY;21/06/2018;TRANSPORTE;EN SEGUIMIENTO
748;SC-0512-2018;LA LIBERTAD;TRUJILLO;TRUJILLO;22/06/2018;COMERCIO;EN SEGUIMIENTO
749;SC-0513-2018;AREQUIPA;CAMANA;MARIANO NICOLAS VALCARCEL;22/06/2018;MINERIA;EN SEGUIMIENTO
750;ODUC-0010-2018;UCAYALI;CORONEL PORTILLO;YARINACOCHA;22/06/2018;FORESTAL;EN SEGUIMIENTO
751;SC-0514-2018;LIMA;LIMA;COMAS;23/06/2018;INDUSTRIA;CERRADA
752;SC-0515-2018;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;23/06/2018;CONSTRUCCION;EN SEGUIMIENTO
753;SC-0516-2018;LIMA;BARRANCA;PARAMONGA;23/06/2018;INFRAESTRUCTURA;CERRADA
754;SC-0517-2018;AREQUIPA;CONDESUYOS;RIO GRANDE;23/06/2018;MINERIA;EN SEGUIMIENTO
755;SC-0518-2018;LIMA;LIMA;CARABAYLLO;25/06/2018;MINERIA;EN SEGUIMIENTO
756;ODLO-0007-2018;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;25/06/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
757;ODLO-0006-2018;LORETO;MAYNAS;SAN JUAN BAUTISTA;25/06/2018;FORESTAL;EN SEGUIMIENTO
758;SC-0519-2018;CAJAMARCA;HUALGAYOC;HUALGAYOC;26/06/2018;MINERIA;EN SEGUIMIENTO
759;SC-0520-2018;LIMA;LIMA;JESUS MARIA;26/06/2018;INFRAESTRUCTURA;CERRADA
760;SC-0521-2018;AYACUCHO;LUCANAS;LUCANAS;26/06/2018;MINERIA;EN SEGUIMIENTO
761;SC-0522-2018;LAMBAYEQUE;CHICLAYO;CHICLAYO;26/06/2018;COMERCIO;CERRADA
762;SC-0523-2018;LIMA;LIMA;LOS OLIVOS;26/06/2018;COMERCIO;EN SEGUIMIENTO
763;ODLL-0019-2018;LA LIBERTAD;TRUJILLO;SALAVERRY;26/06/2018;CONSTRUCCION;CERRADA
764;ODLL-0018-2018;LA LIBERTAD;TRUJILLO;TRUJILLO;26/06/2018;COMERCIO;EN SEGUIMIENTO
765;SC-0524-2018;LA LIBERTAD;TRUJILLO;SALAVERRY;27/06/2018;INDUSTRIA;CERRADA
766;SC-0525-2018;ICA;ICA;SAN JUAN BAUTISTA;27/06/2018;INDUSTRIA;CERRADA
767;ODCU-0025-2018;CUSCO;CUSCO;SANTIAGO;27/06/2018;CONSTRUCCION;EN SEGUIMIENTO
768;SC-0526-2018;LIMA;LIMA;CHORRILLOS;28/06/2018;AGRICULTURA;CERRADA
769;ODTU-0016-2018;TUMBES;CONTRALMIRANTE VILLAR;CANOAS DE PUNTA SAL;28/06/2018;FORESTAL;EN SEGUIMIENTO
770;ODIC-0019-2018;AYACUCHO;LUCANAS;CARMEN SALCEDO;28/06/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
771;ODAM-0004-2018;AMAZONAS;LUYA;COLCAMAR;28/06/2018;FORESTAL;EN SEGUIMIENTO
772;ODCJ-0012-2018;CAJAMARCA;HUALGAYOC;CHUGUR;28/06/2018;MINERIA;CERRADA
773;SC-0527-2018;LAMBAYEQUE;CHICLAYO;CHICLAYO;2/07/2018;COMERCIO;EN SEGUIMIENTO
774;ODCU-0026-2018;CUSCO;CUSCO;SAN SEBASTIAN;2/07/2018;CONSTRUCCION;CERRADA
775;OELC-0001-2018;CUSCO;LA CONVENCION;ECHARATI;2/07/2018;TRANSPORTE;CERRADA
776;ODAN-0013-2018;ANCASH;RECUAY;CATAC;2/07/2018;MINERIA;EN SEGUIMIENTO
777;SC-0528-2018;LIMA;LIMA;LA MOLINA;3/07/2018;TRANSPORTE;EN SEGUIMIENTO
778;ODAR-0025-2018;AREQUIPA;AREQUIPA;AREQUIPA;3/07/2018;INDUSTRIA;EN SEGUIMIENTO
779;SC-0529-2018;LIMA;LIMA;INDEPENDENCIA;4/07/2018;COMERCIO;CERRADA
780;SC-0530-2018;AREQUIPA;ISLAY;COCACHACRA;4/07/2018;SANEAMIENTO;CERRADA
781;ODPI-0025-2018;PIURA;TALARA;PARI¥AS;4/07/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
782;OECO-0006-2018;APURIMAC;COTABAMBAS;CHALLHUAHUACHO;4/07/2018;MINERIA;CERRADA
783;SC-0531-2018;LIMA;LIMA;SAN MARTIN DE PORRES;5/07/2018;COMERCIO;EN SEGUIMIENTO
784;SC-0533-2018;CUSCO;CUSCO;SAN SEBASTIAN;5/07/2018;INFRAESTRUCTURA;CERRADA
785;SC-0534-2018;LIMA;LIMA;ATE;5/07/2018;INDUSTRIA;EN SEGUIMIENTO
786;ODJU-0012-2018;JUNIN;CONCEPCION;MATAHUASI;5/07/2018;INDUSTRIA;EN SEGUIMIENTO
787;SC-0536-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;6/07/2018;INDUSTRIA;EN SEGUIMIENTO
788;SC-0537-2018;PIURA;PAITA;PAITA;6/07/2018;PESQUERIA;EN SEGUIMIENTO
789;ODAN-0014-2018;ANCASH;HUARAZ;INDEPENDENCIA;6/07/2018;COMERCIO;EN SEGUIMIENTO
790;ODAM-0005-2018;AMAZONAS;LUYA;COLCAMAR;6/07/2018;GANADERIA;EN SEGUIMIENTO
791;SC-0538-2018;CAJAMARCA;SAN IGNACIO;TABACONAS;9/07/2018;SANEAMIENTO;EN SEGUIMIENTO
792;SC-0539-2018;LIMA;LIMA;ANCON;9/07/2018;INDUSTRIA;EN SEGUIMIENTO
793;SC-0540-2018;LIMA;LIMA;SANTIAGO DE SURCO;9/07/2018;HIDROCARBUROS;CERRADA
794;SC-0541-2018;CALLAO;CALLAO;BELLAVISTA;9/07/2018;COMERCIO;EN SEGUIMIENTO
795;SC-0542-2018;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;9/07/2018;CONSTRUCCION;EN SEGUIMIENTO
796;ODCJ-0014-2018;CAJAMARCA;CAJAMARCA;CAJAMARCA;9/07/2018;INDUSTRIA;EN SEGUIMIENTO
797;ODCJ-0013-2018;CAJAMARCA;CAJAMARCA;CAJAMARCA;9/07/2018;COMERCIO;EN SEGUIMIENTO
798;SC-0543-2018;LIMA;LIMA;PUENTE PIEDRA;10/07/2018;INDUSTRIA;EN SEGUIMIENTO
799;SC-0544-2018;PASCO;PASCO;SIMON BOLIVAR;10/07/2018;MINERIA;EN SEGUIMIENTO
800;ODAY-0004-2018;AYACUCHO;CANGALLO;PARAS;10/07/2018;MINERIA;EN SEGUIMIENTO
801;ODIC-0020-2018;ICA;PISCO;PARACAS;10/07/2018;TURISMO;EN SEGUIMIENTO
802;ODPI-0027-2018;PIURA;TALARA;PARI¥AS;10/07/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
803;ODPI-0026-2018;PIURA;MORROPON;CHULUCANAS;10/07/2018;COMERCIO;EN SEGUIMIENTO
804;SC-0545-2018;LIMA;LIMA;SAN LUIS;11/07/2018;INDUSTRIA;CERRADA
805;SC-0547-2018;APURIMAC;GRAU;CURPAHUASI;11/07/2018;MINERIA;EN SEGUIMIENTO
806;SC-0548-2018;CAJAMARCA;SANTA CRUZ;PULAN;11/07/2018;MINERIA;EN SEGUIMIENTO
807;SC-0549-2018;PUNO;LAMPA;VILAVILA;11/07/2018;MINERIA;EN SEGUIMIENTO
808;ODCJ-0015-2018;CAJAMARCA;CAJAMARCA;CAJAMARCA;11/07/2018;COMERCIO;EN SEGUIMIENTO
809;ODLL-0020-2018;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;11/07/2018;MINERIA;EN SEGUIMIENTO
810;ODJU-0013-2018;JUNIN;YAULI;YAULI;11/07/2018;MINERIA;CERRADA
811;ODAN-0015-2018;ANCASH;HUARAZ;INDEPENDENCIA;11/07/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
812;ODPA-0007-2018;PASCO;PASCO;SIMON BOLIVAR;11/07/2018;MINERIA;CERRADA
813;SC-0550-2018;LAMBAYEQUE;CHICLAYO;CHICLAYO;12/07/2018;SANEAMIENTO;EN SEGUIMIENTO
814;SC-0551-2018;LIMA;LIMA;LINCE;12/07/2018;COMERCIO;EN SEGUIMIENTO
815;SC-0552-2018;LIMA;LIMA;CHACLACAYO;12/07/2018;COMERCIO;EN SEGUIMIENTO
816;ODUC-0011-2018;UCAYALI;CORONEL PORTILLO;MANANTAY;12/07/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
817;ODCJ-0016-2018;CAJAMARCA;CAJAMARCA;CAJAMARCA;12/07/2018;COMERCIO;EN SEGUIMIENTO
818;SC-0553-2018;LIMA;LIMA;PACHACAMAC;13/07/2018;COMERCIO;EN SEGUIMIENTO
819;SC-0554-2018;LIMA;LIMA;INDEPENDENCIA;16/07/2018;COMERCIO;EN SEGUIMIENTO
820;SC-0555-2018;TUMBES;TUMBES;LA CRUZ;16/07/2018;INFRAESTRUCTURA;CERRADA
821;SC-0556-2018;LIMA;LIMA;LURIGANCHO;16/07/2018;MINERIA;EN SEGUIMIENTO
822;SC-0557-2018;LIMA;LIMA;LIMA;17/07/2018;INDUSTRIA;CERRADA
823;SC-0558-2018;LIMA;CA¥ETE;IMPERIAL;17/07/2018;GANADERIA;EN SEGUIMIENTO
824;SC-0559-2018;LA LIBERTAD;VIRU;VIRU;17/07/2018;INDUSTRIA;EN SEGUIMIENTO
825;SC-0560-2018;ANCASH;SANTA;NUEVO CHIMBOTE;17/07/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
826;SC-0561-2018;PIURA;TALARA;EL ALTO;17/07/2018;HIDROCARBUROS;EN SEGUIMIENTO
827;ODIC-0021-2018;AYACUCHO;PARINACOCHAS;PULLO;17/07/2018;TRANSPORTE;EN SEGUIMIENTO
828;ODAN-0016-2018;ANCASH;HUARAZ;HUARAZ;17/07/2018;COMERCIO;EN SEGUIMIENTO
829;ODUC-0012-2018;UCAYALI;CORONEL PORTILLO;CALLERIA;18/07/2018;INDUSTRIA;EN SEGUIMIENTO
830;ODJU-0014-2018;JUNIN;HUANCAYO;CHILCA;18/07/2018;GANADERIA;EN SEGUIMIENTO
831;SC-0562-2018;JUNIN;CHANCHAMAYO;PERENE;19/07/2018;ELECTRICIDAD;EN SEGUIMIENTO
832;SC-0564-2018;PIURA;PAITA;PAITA;19/07/2018;PESQUERIA;CERRADA
833;ODPA-0008-2018;PASCO;PASCO;TINYAHUARCO;19/07/2018;MINERIA;EN SEGUIMIENTO
834;OEPI-0004-2018;JUNIN;CHANCHAMAYO;PERENE;19/07/2018;ELECTRICIDAD;CERRADA
835;SC-0565-2018;LIMA;LIMA;CARABAYLLO;20/07/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
836;SC-0566-2018;LIMA;LIMA;CHORRILLOS;20/07/2018;INDUSTRIA;EN SEGUIMIENTO
837;SC-0567-2018;SAN MARTIN;LAMAS;ALONSO DE ALVARADO;20/07/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
838;ODPA-0009-2018;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;20/07/2018;MINERIA;CERRADA
839;SC-0568-2018;LIMA;LIMA;LURIGANCHO;23/07/2018;TRANSPORTE;EN SEGUIMIENTO
840;SC-0569-2018;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;23/07/2018;INDUSTRIA;EN SEGUIMIENTO
841;SC-0570-2018;LIMA;HUARAL;CHANCAY;23/07/2018;GANADERIA;EN SEGUIMIENTO
842;ODAR-0027-2018;AREQUIPA;CAYLLOMA;CHIVAY;23/07/2018;SANEAMIENTO;CERRADA
843;ODAR-0026-2018;AREQUIPA;AREQUIPA;SOCABAYA;23/07/2018;INDUSTRIA;EN SEGUIMIENTO
844;SC-0571-2018;ICA;NAZCA;NAZCA;24/07/2018;PESQUERIA;EN SEGUIMIENTO
845;SC-0572-2018;CAJAMARCA;CAJAMARCA;CAJAMARCA;24/07/2018;MINERIA;EN SEGUIMIENTO
846;ODCU-0027-2018;CUSCO;CHUMBIVILCAS;QUI¥OTA;24/07/2018;MINERIA;EN SEGUIMIENTO
847;SC-0573-2018;SAN MARTIN;TOCACHE;TOCACHE;25/07/2018;FORESTAL;EN SEGUIMIENTO
848;SC-0574-2018;LIMA;LIMA;LIMA;25/07/2018;INDUSTRIA;EN SEGUIMIENTO
849;SC-0575-2018;LIMA;LIMA;LOS OLIVOS;25/07/2018;TELECOMUNICACIONES;EN SEGUIMIENTO
850;SC-0577-2018;LIMA;LIMA;ATE;25/07/2018;INDUSTRIA;EN SEGUIMIENTO
851;SC-0578-2018;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;26/07/2018;INFRAESTRUCTURA;CERRADA
852;SC-0579-2018;LAMBAYEQUE;CHICLAYO;POMALCA;26/07/2018;INDUSTRIA;CERRADA
853;ODLO-0009-2018;LORETO;LORETO;URARINAS;26/07/2018;HIDROCARBUROS;EN SEGUIMIENTO
854;ODLO-0008-2018;LORETO;MAYNAS;SAN JUAN BAUTISTA;26/07/2018;CONSTRUCCION;EN SEGUIMIENTO
